START OF DATA	click_dophin	click_porpoise
26/08/2006  01:59	0	0	
26/08/2006  02:59	0	0	
26/08/2006  03:59	0	0	
26/08/2006  04:59	0	0	
26/08/2006  05:59	0	0	
26/08/2006  06:59	0	0	
26/08/2006  07:59	0	0	
26/08/2006  08:59	1	1	
26/08/2006  09:59	0	0	
26/08/2006  10:59	0	0	
26/08/2006  11:59	0	0	
26/08/2006  12:59	0	0	
26/08/2006  13:59	0	0	
26/08/2006  14:59	0	0	
26/08/2006  15:59	0	0	
26/08/2006  16:59	0	0	
26/08/2006  17:59	0	0	
26/08/2006  18:59	0	0	
26/08/2006  19:59	0	0	
26/08/2006  20:59	0	0	
26/08/2006  21:59	2	0	
26/08/2006  22:59	0	0	
26/08/2006  23:59	0	0	
27/08/2006  00:59	0	0	
27/08/2006  01:59	0	0	
27/08/2006  02:59	1	0	
27/08/2006  03:59	2	0	
27/08/2006  04:59	0	0	
27/08/2006  05:59	0	0	
27/08/2006  06:59	0	0	
27/08/2006  07:59	0	0	
27/08/2006  08:59	0	0	
27/08/2006  09:59	0	0	
27/08/2006  10:59	2	0	
27/08/2006  11:59	0	0	
27/08/2006  12:59	0	0	
27/08/2006  13:59	0	0	
27/08/2006  14:59	0	0	
27/08/2006  15:59	0	0	
27/08/2006  16:59	0	0	
27/08/2006  17:59	0	0	
27/08/2006  18:59	0	0	
27/08/2006  19:59	0	0	
27/08/2006  20:59	0	0	
27/08/2006  21:59	1	0	
27/08/2006  22:59	0	0	
27/08/2006  23:59	1	0	
28/08/2006  00:59	0	0	
28/08/2006  01:59	0	0	
28/08/2006  02:59	2	0	
28/08/2006  03:59	5	0	
28/08/2006  04:59	0	0	
28/08/2006  05:59	0	0	
28/08/2006  06:59	0	0	
28/08/2006  07:59	0	0	
28/08/2006  08:59	0	0	
28/08/2006  09:59	0	0	
28/08/2006  10:59	0	0	
28/08/2006  11:59	0	0	
28/08/2006  12:59	0	0	
28/08/2006  13:59	0	0	
28/08/2006  14:59	0	0	
28/08/2006  15:59	1	0	
28/08/2006  16:59	0	0	
28/08/2006  17:59	0	0	
28/08/2006  18:59	0	0	
28/08/2006  19:59	0	0	
28/08/2006  20:59	0	0	
28/08/2006  21:59	0	0	
28/08/2006  22:59	0	0	
28/08/2006  23:59	0	0	
29/08/2006  00:59	0	1	
29/08/2006  01:59	0	0	
29/08/2006  02:59	0	0	
29/08/2006  03:59	0	0	
29/08/2006  04:59	0	0	
29/08/2006  05:59	1	0	
29/08/2006  06:59	0	0	
29/08/2006  07:59	0	0	
29/08/2006  08:59	0	0	
29/08/2006  09:59	0	0	
29/08/2006  10:59	0	0	
29/08/2006  11:59	0	0	
29/08/2006  12:59	0	0	
29/08/2006  13:59	0	0	
29/08/2006  14:59	0	0	
29/08/2006  15:59	0	0	
29/08/2006  16:59	0	0	
29/08/2006  17:59	2	0	
29/08/2006  18:59	6	0	
29/08/2006  19:59	7	0	
29/08/2006  20:59	0	0	
29/08/2006  21:59	0	0	
29/08/2006  22:59	0	0	
29/08/2006  23:59	0	0	
30/08/2006  00:59	0	0	
30/08/2006  01:59	0	0	
30/08/2006  02:59	0	0	
30/08/2006  03:59	1	0	
30/08/2006  04:59	0	0	
30/08/2006  05:59	0	0	
30/08/2006  06:59	2	0	
30/08/2006  07:59	0	0	
30/08/2006  08:59	0	0	
30/08/2006  09:59	0	0	
30/08/2006  10:59	0	0	
30/08/2006  11:59	0	0	
30/08/2006  12:59	0	0	
30/08/2006  13:59	0	0	
30/08/2006  14:59	0	0	
30/08/2006  15:59	0	3	
30/08/2006  16:59	0	0	
30/08/2006  17:59	0	0	
30/08/2006  18:59	0	0	
30/08/2006  19:59	0	0	
30/08/2006  20:59	0	0	
30/08/2006  21:59	0	0	
30/08/2006  22:59	0	0	
30/08/2006  23:59	0	0	
31/08/2006  00:59	0	0	
31/08/2006  01:59	0	0	
31/08/2006  02:59	0	0	
31/08/2006  03:59	0	0	
31/08/2006  04:59	0	0	
31/08/2006  05:59	0	0	
31/08/2006  06:59	5	1	
31/08/2006  07:59	0	0	
31/08/2006  08:59	0	0	
31/08/2006  09:59	0	0	
31/08/2006  10:59	0	0	
31/08/2006  11:59	0	0	
31/08/2006  12:59	0	0	
31/08/2006  13:59	0	0	
31/08/2006  14:29	0	0	

