RING,LAT,LON,LAT2,LON2,DATE_STR,TIME_STR,DATE_TIME,TRACKID,STAGE,SEX,ID
5143348,-50.03838,-50.50133,-50.31222,-50.29442,13/08/2004,8:00:00,13/08/2004 8:00,03015-7,Post-brood,F,208
5143348,-50.31222,-50.29442,-50.73598,-49.94958,13/08/2004,10:00:00,13/08/2004 10:00,03015-7,Post-brood,F,209
5143348,-50.73598,-49.94958,-51.52477,-49.33926,13/08/2004,11:00:00,13/08/2004 11:00,03015-7,Post-brood,F,210
5143348,-51.52477,-49.33926,-51.62379,-48.46249,13/08/2004,13:00:00,13/08/2004 13:00,03015-7,Post-brood,F,211
5143348,-51.62379,-48.46249,-51.50053,-47.51298,13/08/2004,14:00:00,13/08/2004 14:00,03015-7,Post-brood,F,212
5143348,-51.50053,-47.51298,-51.36326,-46.80819,13/08/2004,15:00:00,13/08/2004 15:00,03015-7,Post-brood,F,213
5143348,-51.36326,-46.80819,-51.38186,-45.93263,13/08/2004,16:00:00,13/08/2004 16:00,03015-7,Post-brood,F,214
5143348,-51.38186,-45.93263,-51.49341,-45.08206,13/08/2004,17:00:00,13/08/2004 17:00,03015-7,Post-brood,F,215
5143348,-51.49341,-45.08206,-51.57584,-44.34767,13/08/2004,18:00:00,13/08/2004 18:00,03015-7,Post-brood,F,216
5143348,-51.57584,-44.34767,-51.65402,-43.488,13/08/2004,19:00:00,13/08/2004 19:00,03015-7,Post-brood,F,217
5143348,-51.65402,-43.488,-51.81246,-43.09256,13/08/2004,20:00:00,13/08/2004 20:00,03015-7,Post-brood,F,218
5143348,-51.81246,-43.09256,-51.81916,-43.08121,13/08/2004,21:00:00,13/08/2004 21:00,03015-7,Post-brood,F,219
5143348,-51.81916,-43.08121,-51.80954,-42.97205,13/08/2004,22:00:00,13/08/2004 22:00,03015-7,Post-brood,F,220
5143348,-51.80954,-42.97205,-51.81311,-42.96205,13/08/2004,23:00:00,13/08/2004 23:00,03015-7,Post-brood,F,221
5143348,-51.81311,-42.96205,-51.81601,-42.93619,14/08/2004,0:00:00,14/08/2004 0:00,03015-7,Post-brood,F,222
5143348,-51.81601,-42.93619,-51.82224,-42.92529,14/08/2004,2:00:00,14/08/2004 2:00,03015-7,Post-brood,F,223
5143348,-51.82224,-42.92529,-51.83251,-42.91512,14/08/2004,3:00:00,14/08/2004 3:00,03015-7,Post-brood,F,224
5143348,-51.83251,-42.91512,-51.99942,-42.73182,14/08/2004,4:00:00,14/08/2004 4:00,03015-7,Post-brood,F,225
5143348,-51.99942,-42.73182,-53.5621,-40.72252,14/08/2004,9:00:00,14/08/2004 9:00,03015-7,Post-brood,F,226
5143348,-53.5621,-40.72252,-53.72451,-39.87473,14/08/2004,12:00:00,14/08/2004 12:00,03015-7,Post-brood,F,227
5143348,-53.72451,-39.87473,-53.84128,-38.79207,14/08/2004,13:00:00,14/08/2004 13:00,03015-7,Post-brood,F,228
5143348,-53.84128,-38.79207,-54.00884,-38.04678,14/08/2004,14:00:00,14/08/2004 14:00,03015-7,Post-brood,F,229
5143348,-54.00884,-38.04678,-54.00885,-38.04674,14/08/2004,14:30:00,14/08/2004 14:30,03015-7,Post-brood,F,230
